match_id,season,date,team1,team2,venue,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_type,win_margin,player_of_match,city
827,2021,2021-05-30,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,171,155,Chennai Super Kings,runs,16,David Warner,Chennai
828,2021,2021-03-23,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,field,174,157,Mumbai Indians,runs,17,Hardik Pandya,Mumbai
829,2021,2021-01-17,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,171,189,Sunrisers Hyderabad,runs,18,David Warner,Mohali
830,2021,2021-04-19,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,field,149,185,Kolkata Knight Riders,wickets,8,Shreyas Iyer,Hyderabad
831,2021,2021-03-19,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,bat,191,160,Royal Challengers Bangalore,wickets,4,Jos Buttler,Bangalore
832,2021,2021-02-27,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,129,150,Chennai Super Kings,wickets,3,Ishan Kishan,Mumbai
833,2021,2021-02-13,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,191,162,Delhi Capitals,runs,29,Suresh Raina,Delhi
834,2021,2021-02-27,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,field,150,152,Royal Challengers Bangalore,wickets,6,Rohit Sharma,Mumbai
835,2021,2021-04-27,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,field,183,173,Mumbai Indians,runs,10,Hardik Pandya,Mumbai
836,2021,2021-04-14,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Delhi Capitals,bat,163,155,Royal Challengers Bangalore,runs,8,Rishabh Pant,Bangalore
837,2021,2021-03-28,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,160,144,Punjab Kings,wickets,5,Chris Gayle,Mohali
838,2021,2021-01-14,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,field,197,156,Royal Challengers Bangalore,runs,41,Jos Buttler,Bangalore
839,2021,2021-03-12,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,189,193,Royal Challengers Bangalore,runs,4,Suresh Raina,Chennai
840,2021,2021-02-10,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,185,154,Sunrisers Hyderabad,runs,31,Hardik Pandya,Hyderabad
841,2022,2022-04-16,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chennai",Gujarat Titans,field,175,162,Chennai Super Kings,runs,13,Ruturaj Gaikwad,Chennai
842,2022,2022-04-21,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,151,169,Sunrisers Hyderabad,wickets,7,David Warner,Mohali
843,2022,2022-04-27,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,146,186,Sunrisers Hyderabad,wickets,6,Jos Buttler,Jaipur
844,2022,2022-02-23,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,159,167,Kolkata Knight Riders,wickets,8,Andre Russell,Chennai
845,2022,2022-04-26,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,173,157,Rajasthan Royals,runs,16,Faf du Plessis,Jaipur
846,2022,2022-03-23,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Chennai Super Kings,bat,178,153,Sunrisers Hyderabad,runs,25,Ruturaj Gaikwad,Hyderabad
847,2022,2022-02-22,Royal Challengers Bangalore,Gujarat Titans,"M. Chinnaswamy Stadium, Bangalore",Gujarat Titans,field,183,136,Royal Challengers Bangalore,runs,47,Virat Kohli,Bangalore
848,2022,2022-05-24,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Gujarat Titans,bat,170,201,Gujarat Titans,wickets,5,Rishabh Pant,Delhi
849,2022,2022-04-13,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,149,149,Mumbai Indians,wickets,5,Gautam Gambhir,Kolkata
850,2022,2022-01-18,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,177,166,Delhi Capitals,runs,11,Shikhar Dhawan,Delhi
851,2022,2022-04-13,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,field,174,172,Punjab Kings,wickets,7,KL Rahul,Mohali
852,2022,2022-02-20,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,179,185,Gujarat Titans,runs,6,David Warner,Hyderabad
853,2022,2022-03-23,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,bat,175,158,Punjab Kings,runs,17,KL Rahul,Mohali
854,2022,2022-02-30,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,field,180,200,Mumbai Indians,runs,20,Quinton de Kock,Hyderabad
855,2022,2022-03-18,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,165,143,Royal Challengers Bangalore,wickets,6,Ruturaj Gaikwad,Bangalore
856,2022,2022-05-19,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Chennai Super Kings,bat,187,160,Sunrisers Hyderabad,runs,27,David Warner,Hyderabad
857,2022,2022-02-14,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,field,128,179,Punjab Kings,runs,51,David Warner,Hyderabad
858,2022,2022-04-12,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,field,158,161,Kolkata Knight Riders,runs,3,Gautam Gambhir,Ahmedabad
859,2022,2022-03-14,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,173,166,Chennai Super Kings,wickets,5,Ruturaj Gaikwad,Chennai
860,2022,2022-02-14,Punjab Kings,Gujarat Titans,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,bat,180,154,Punjab Kings,wickets,1,KL Rahul,Mohali
861,2022,2022-01-23,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,bat,177,157,Royal Challengers Bangalore,runs,20,AB de Villiers,Bangalore
862,2022,2022-01-11,Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,181,175,Chennai Super Kings,wickets,1,MS Dhoni,Chennai
863,2022,2022-03-10,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,bat,151,184,Mumbai Indians,wickets,1,Rohit Sharma,Ahmedabad
864,2022,2022-03-10,Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,158,179,Lucknow Super Giants,runs,21,MS Dhoni,Chennai
865,2022,2022-05-29,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Royal Challengers Bangalore,field,174,199,Royal Challengers Bangalore,wickets,6,MS Dhoni,Chennai
866,2022,2022-02-16,Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,163,156,Kolkata Knight Riders,runs,7,Shreyas Iyer,Kolkata
867,2022,2022-05-25,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,167,156,Delhi Capitals,runs,11,AB de Villiers,Delhi
868,2022,2022-03-22,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bangalore,field,182,130,Sunrisers Hyderabad,runs,52,AB de Villiers,Hyderabad
869,2022,2022-01-24,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,149,141,Rajasthan Royals,runs,8,Sanju Samson,Jaipur
870,2022,2022-01-12,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,185,197,Gujarat Titans,wickets,5,Ruturaj Gaikwad,Chennai
871,2022,2022-03-24,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,166,159,Sunrisers Hyderabad,wickets,8,Chris Gayle,Hyderabad
872,2022,2022-04-21,Kolkata Knight Riders,Gujarat Titans,"Eden Gardens, Kolkata",Gujarat Titans,field,169,186,Gujarat Titans,wickets,4,Andre Russell,Kolkata
873,2022,2022-04-26,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,151,167,Mumbai Indians,runs,16,Hardik Pandya,Bangalore
874,2022,2022-02-12,Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,185,173,Chennai Super Kings,wickets,2,Ruturaj Gaikwad,Chennai
875,2022,2022-04-25,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,bat,171,183,Kolkata Knight Riders,wickets,2,Andre Russell,Hyderabad
876,2022,2022-05-18,Delhi Capitals,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,field,119,176,Lucknow Super Giants,wickets,7,Rishabh Pant,Delhi
877,2022,2022-02-30,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,156,126,Royal Challengers Bangalore,wickets,8,Chris Gayle,Bangalore
878,2022,2022-01-25,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,177,190,Mumbai Indians,runs,13,Quinton de Kock,Bangalore
879,2022,2022-05-29,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,field,165,182,Royal Challengers Bangalore,wickets,3,AB de Villiers,Mumbai
880,2022,2022-04-25,Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",Lucknow Super Giants,field,197,189,Chennai Super Kings,runs,8,Suresh Raina,Chennai
881,2022,2022-04-13,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,field,197,177,Gujarat Titans,runs,20,Shikhar Dhawan,Ahmedabad
882,2022,2022-01-15,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,field,169,130,Rajasthan Royals,wickets,8,KL Rahul,Jaipur
883,2022,2022-04-25,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,field,163,146,Gujarat Titans,wickets,3,Rishabh Pant,Ahmedabad
884,2022,2022-01-22,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,field,207,159,Chennai Super Kings,runs,48,Ruturaj Gaikwad,Chennai
885,2022,2022-01-10,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Punjab Kings,field,170,174,Punjab Kings,wickets,5,Rishabh Pant,Delhi
886,2022,2022-04-13,Lucknow Super Giants,Mumbai Indians,"BRSABV Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,field,168,196,Mumbai Indians,wickets,1,Ishan Kishan,Lucknow
887,2022,2022-02-17,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,field,156,166,Sunrisers Hyderabad,wickets,1,Sanju Samson,Jaipur
888,2022,2022-01-20,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,154,136,Kolkata Knight Riders,runs,18,Andre Russell,Kolkata
889,2022,2022-05-23,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,bat,156,162,Mumbai Indians,wickets,7,Faf du Plessis,Bangalore
890,2022,2022-04-28,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,160,149,Delhi Capitals,runs,11,Hardik Pandya,Delhi
891,2022,2022-02-20,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,142,161,Sunrisers Hyderabad,runs,19,Sanju Samson,Jaipur
892,2022,2022-02-25,Punjab Kings,Gujarat Titans,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,bat,140,178,Gujarat Titans,wickets,6,Chris Gayle,Mohali
893,2022,2022-05-22,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,169,133,Chennai Super Kings,wickets,1,Suresh Raina,Chennai
894,2022,2022-05-26,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,162,147,Kolkata Knight Riders,wickets,5,MS Dhoni,Kolkata
895,2022,2022-05-19,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,173,189,Rajasthan Royals,runs,16,Jos Buttler,Mohali
896,2022,2022-05-26,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,bat,134,165,Gujarat Titans,wickets,7,Sanju Samson,Jaipur
897,2022,2022-02-24,Punjab Kings,Gujarat Titans,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,165,176,Gujarat Titans,runs,11,Chris Gayle,Mohali
898,2022,2022-03-24,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Gujarat Titans,field,171,147,Delhi Capitals,runs,24,Shikhar Dhawan,Delhi
899,2022,2022-03-12,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,162,147,Royal Challengers Bangalore,wickets,7,Faf du Plessis,Bangalore
900,2022,2022-05-17,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,field,187,163,Kolkata Knight Riders,runs,24,Sanju Samson,Kolkata
901,2022,2022-02-19,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,202,161,Rajasthan Royals,runs,41,Andre Russell,Jaipur
902,2022,2022-02-18,Punjab Kings,Lucknow Super Giants,"Punjab Cricket Association Stadium, Mohali",Lucknow Super Giants,field,155,132,Punjab Kings,runs,23,KL Rahul,Mohali
903,2022,2022-01-25,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,135,131,Royal Challengers Bangalore,runs,4,Ishan Kishan,Bangalore
904,2022,2022-03-12,Mumbai Indians,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Mumbai Indians,field,172,173,Lucknow Super Giants,wickets,2,Quinton de Kock,Mumbai
905,2022,2022-05-26,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,139,180,Royal Challengers Bangalore,runs,41,Sanju Samson,Jaipur
906,2022,2022-03-28,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,159,165,Punjab Kings,runs,6,Rishabh Pant,Delhi
907,2022,2022-02-16,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,bat,197,180,Rajasthan Royals,runs,17,Andre Russell,Jaipur
908,2022,2022-05-21,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Punjab Kings,field,163,145,Delhi Capitals,runs,18,Chris Gayle,Delhi
909,2022,2022-02-21,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,field,129,148,Sunrisers Hyderabad,runs,19,Suresh Raina,Chennai
910,2022,2022-01-17,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,bat,164,143,Punjab Kings,runs,21,Chris Gayle,Mohali
911,2022,2022-04-22,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",Gujarat Titans,field,165,164,Delhi Capitals,wickets,2,Shikhar Dhawan,Delhi
912,2022,2022-03-16,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,163,149,Mumbai Indians,runs,14,Hardik Pandya,Mumbai
913,2022,2022-01-25,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Punjab Kings,field,171,171,Punjab Kings,wickets,1,KL Rahul,Bangalore
914,2022,2022-03-26,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,148,191,Rajasthan Royals,wickets,2,Chris Gayle,Mohali
915,2023,2023-01-30,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,field,166,163,Chennai Super Kings,wickets,8,MS Dhoni,Chennai
916,2023,2023-03-28,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,180,167,Royal Challengers Bangalore,wickets,4,KL Rahul,Bangalore
917,2023,2023-04-20,Chennai Super Kings,Lucknow Super Giants,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,185,168,Chennai Super Kings,runs,17,Ruturaj Gaikwad,Chennai
918,2023,2023-03-16,Punjab Kings,Lucknow Super Giants,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,156,170,Lucknow Super Giants,runs,14,Chris Gayle,Mohali
919,2023,2023-02-10,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,bat,147,165,Rajasthan Royals,wickets,7,Ruturaj Gaikwad,Chennai
920,2023,2023-02-11,Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,167,158,Mumbai Indians,wickets,4,Ishan Kishan,Mumbai
921,2023,2023-02-28,Rajasthan Royals,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,bat,165,125,Rajasthan Royals,runs,40,Sanju Samson,Jaipur
922,2023,2023-02-16,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Mumbai Indians,field,158,164,Mumbai Indians,wickets,2,MS Dhoni,Chennai
923,2023,2023-02-29,Delhi Capitals,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,field,170,142,Delhi Capitals,runs,28,Rishabh Pant,Delhi
924,2023,2023-02-10,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,190,145,Kolkata Knight Riders,runs,45,Gautam Gambhir,Kolkata
925,2023,2023-05-30,Delhi Capitals,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,185,171,Delhi Capitals,wickets,4,Rishabh Pant,Delhi
926,2023,2023-04-16,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,156,198,Chennai Super Kings,runs,42,KL Rahul,Mohali
927,2023,2023-01-20,Rajasthan Royals,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,bat,146,181,Lucknow Super Giants,runs,35,Jos Buttler,Jaipur
928,2023,2023-03-26,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,186,149,Kolkata Knight Riders,runs,37,KL Rahul,Kolkata
929,2023,2023-05-15,Lucknow Super Giants,Rajasthan Royals,"BRSABV Ekana Cricket Stadium, Lucknow",Rajasthan Royals,field,193,157,Lucknow Super Giants,wickets,3,Jos Buttler,Lucknow
930,2023,2023-03-26,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field,173,168,Delhi Capitals,wickets,3,Virat Kohli,Delhi
931,2023,2023-04-18,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,bat,165,179,Royal Challengers Bangalore,wickets,1,AB de Villiers,Jaipur
932,2023,2023-04-15,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,field,182,128,Sunrisers Hyderabad,wickets,9,Jos Buttler,Hyderabad
933,2023,2023-02-11,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,191,129,Sunrisers Hyderabad,wickets,1,David Warner,Hyderabad
934,2023,2023-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,186,185,Kolkata Knight Riders,wickets,3,Shreyas Iyer,Kolkata
935,2023,2023-04-25,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,148,154,Punjab Kings,wickets,9,Chris Gayle,Chennai
936,2023,2023-03-15,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,148,158,Royal Challengers Bangalore,runs,10,MS Dhoni,Chennai
937,2023,2023-01-26,Royal Challengers Bangalore,Gujarat Titans,"M. Chinnaswamy Stadium, Bangalore",Gujarat Titans,field,162,178,Gujarat Titans,runs,16,Faf du Plessis,Bangalore
938,2023,2023-01-20,Lucknow Super Giants,Royal Challengers Bangalore,"BRSABV Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,bat,191,190,Lucknow Super Giants,runs,1,AB de Villiers,Lucknow
939,2023,2023-02-10,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,157,158,Delhi Capitals,wickets,2,Hardik Pandya,Mumbai
940,2023,2023-01-30,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,field,137,146,Punjab Kings,wickets,1,KL Rahul,Chennai
941,2023,2023-01-30,Lucknow Super Giants,Punjab Kings,"BRSABV Ekana Cricket Stadium, Lucknow",Punjab Kings,field,185,195,Punjab Kings,runs,10,KL Rahul,Lucknow
942,2023,2023-05-22,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,145,151,Sunrisers Hyderabad,runs,6,Rishabh Pant,Delhi
943,2023,2023-01-10,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,bat,167,168,Rajasthan Royals,runs,1,Sanju Samson,Chennai
944,2023,2023-03-25,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Royal Challengers Bangalore,field,153,171,Royal Challengers Bangalore,wickets,3,Virat Kohli,Kolkata
945,2023,2023-05-16,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,159,162,Delhi Capitals,runs,3,Jos Buttler,Jaipur
946,2023,2023-04-21,Punjab Kings,Lucknow Super Giants,"Punjab Cricket Association Stadium, Mohali",Lucknow Super Giants,field,177,163,Punjab Kings,wickets,7,KL Rahul,Mohali
947,2023,2023-05-20,Lucknow Super Giants,Royal Challengers Bangalore,"BRSABV Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,field,160,160,Royal Challengers Bangalore,wickets,2,Virat Kohli,Lucknow
948,2023,2023-04-23,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,166,155,Punjab Kings,runs,11,Chris Gayle,Mohali
949,2023,2023-02-26,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,bat,163,194,Punjab Kings,runs,31,KL Rahul,Chennai
950,2023,2023-05-13,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,178,157,Rajasthan Royals,runs,21,Shikhar Dhawan,Jaipur
951,2023,2023-03-28,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,bat,180,156,Gujarat Titans,wickets,5,Sanju Samson,Ahmedabad
952,2023,2023-04-11,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,189,170,Chennai Super Kings,wickets,3,MS Dhoni,Chennai
953,2023,2023-03-20,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,field,166,171,Rajasthan Royals,wickets,8,Ruturaj Gaikwad,Chennai
954,2023,2023-05-10,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,139,140,Kolkata Knight Riders,wickets,2,Faf du Plessis,Bangalore
955,2023,2023-04-24,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,146,165,Rajasthan Royals,runs,19,Quinton de Kock,Mumbai
956,2023,2023-01-14,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,field,199,207,Punjab Kings,wickets,7,Jos Buttler,Jaipur
957,2023,2023-02-10,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,179,173,Royal Challengers Bangalore,runs,6,Ishan Kishan,Bangalore
958,2023,2023-05-16,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,135,152,Punjab Kings,runs,17,Gautam Gambhir,Kolkata
959,2023,2023-01-15,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Delhi Capitals,bat,153,150,Chennai Super Kings,wickets,7,MS Dhoni,Chennai
960,2023,2023-05-17,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Punjab Kings,field,164,153,Royal Challengers Bangalore,runs,11,Chris Gayle,Bangalore
961,2023,2023-04-23,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,bat,132,177,Delhi Capitals,wickets,1,Shikhar Dhawan,Kolkata
962,2023,2023-05-28,Punjab Kings,Gujarat Titans,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,bat,148,167,Gujarat Titans,wickets,7,Chris Gayle,Mohali
963,2023,2023-04-28,Lucknow Super Giants,Punjab Kings,"BRSABV Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,field,205,144,Lucknow Super Giants,runs,61,KL Rahul,Lucknow
964,2023,2023-04-29,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,122,157,Gujarat Titans,wickets,8,David Warner,Hyderabad
